StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;DistributionChannel;UserLanguage;Q_RecaptchaScore;Q1;Q2;Q3;Q29;Q30;Q31;Q32;Q33;Q34;Q35;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;SC0;FillerScore;Q_StraightliningCount;Q_StraightliningPercentage;Q_StraightliningQuestions
2023-06-23 18:47:26;2023-06-23 18:51:10;IP Address;100;223;TRUE;2023-06-23 18:51:10;R_1FxqHT3D3Vw6pEv;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:48:58;2023-06-23 18:51:35;IP Address;100;156;TRUE;2023-06-23 18:51:36;R_8of1JGfLMlf0Nc5;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:50:48;2023-06-23 18:53:34;IP Address;100;165;TRUE;2023-06-23 18:53:34;R_0iEQymdCZpjpWxj;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:49:01;2023-06-23 18:53:51;IP Address;100;290;TRUE;2023-06-23 18:53:52;R_OqdxbrTOsGIrmmJ;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:57:08;2023-06-23 18:59:44;IP Address;100;155;TRUE;2023-06-23 18:59:45;R_1fa4qYw8ZR5O9pB;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:57:07;2023-06-23 19:02:40;IP Address;100;332;TRUE;2023-06-23 19:02:41;R_2YSxUjwSpFXA9Je;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Водитель видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;7.0;7;0;0;
2023-06-23 18:56:54;2023-06-23 19:05:26;IP Address;100;512;TRUE;2023-06-23 19:05:27;R_3knBweeEuzQEySZ;;;;;anonymous;RU;1;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;он не верит ни в какие революции;вы вообще не понимаете важности нашего предложения;я не хочу решать ничего из этого;я не успею прочесть вообще ничего из этого;я вообще нисколько не спала в дороге;он работал только часть дня;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;я буду приводить не цифры, а другие аргументы;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;Сейчас я часто ухожу с работы, но так продолжаться не может;Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;Существующие сейчас способы перебирают возможности, а новый должен использовать другие стратегии;Адресат хочет, чтобы я описал все детали, а я хочу поступить по-другому;9.0;9;0;0;
2023-06-23 18:48:13;2023-06-23 19:05:28;IP Address;100;1034;TRUE;2023-06-23 19:05:28;R_3hgTA3X3H3SPYPw;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал дверь;он не верит ни в какие революции,он верит не в революции, а во что-то другое;вы понимаете важность нашего предложения только частично,вы понимаете не важность нашего предложения, а что-то еще;я не хочу решать ничего из этого,я готов решать только часть этого,я хочу не решать это всё, а делать что-то другое;я не успею прочесть вообще ничего из этого,я успею прочесть только часть,я успею не прочесть все это, а сделать что-то другое;я вообще нисколько не спала в дороге;он вообще не работал в течение дня,он работал только часть дня;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Я собираюсь играть на гитаре только некоторое время,Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Я могу мести асфальт только некоторое время,Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;Сейчас я часто ухожу с работы, но так продолжаться не может;Мое желание — работать часть жизни,Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;Я готов извиняться время от времени, но не постоянно;Новый способ вообще не должен заниматься перебором возможностей,Новый способ должен перебирать только часть возможностей,Существующие сейчас способы перебирают возможности, а новый должен использовать другие стратегии;Я готов описать только некоторые детали,Адресат хочет, чтобы я описал все детали, а я хочу поступить по-другому;9.0;9;0;0;
2023-06-23 18:57:05;2023-06-23 19:08:41;IP Address;100;696;TRUE;2023-06-23 19:08:42;R_3QKqj9nX60Oqsbs;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 19:29:02;2023-06-23 19:36:28;IP Address;100;446;TRUE;2023-06-23 19:36:29;R_3ikjg35sNo4XCUx;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление,Водитель видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;он не верит ни в какие революции;вы вообще не понимаете важности нашего предложения,вы понимаете важность нашего предложения только частично;я не хочу решать ничего из этого;я успею прочесть только часть;я вообще нисколько не спала в дороге;он работал только часть дня;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;я не буду приводить никаких цифр;в этой игре воспроизводится только часть ощущений;мы не знаем ничего о последовательности построения,мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;Я собираюсь сидеть на шее у тетки только часть жизни,Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Я могу мести асфальт только некоторое время,Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;Сейчас я часто ухожу с работы, но так продолжаться не может;Мое желание — работать часть жизни;Я вообще не хочу извиняться,Я готов извиняться время от времени, но не постоянно,Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;Новый способ вообще не должен заниматься перебором возможностей;Я готов описать только некоторые детали,Адресат хочет, чтобы я описал все детали, а я хочу поступить по-другому;10.0;10;0;0;
2023-06-23 19:36:28;2023-06-23 19:39:51;IP Address;100;203;TRUE;2023-06-23 19:39:52;R_3L5AEL9Na200p4M;;;;;anonymous;RU;1;В музее хранились находки;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 19:36:34;2023-06-23 19:42:22;IP Address;100;348;TRUE;2023-06-23 19:42:23;R_3nrsu2N4qznRSGu;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 19:36:32;2023-06-23 19:43:27;IP Address;100;415;TRUE;2023-06-23 19:43:28;R_ALspLilHt8RWfFn;;;;;anonymous;RU;1;В музее хранились находки;"Повести были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Григорий столкнулся со служанкой и графиней;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 19:41:52;2023-06-23 19:45:42;IP Address;100;229;TRUE;2023-06-23 19:45:42;R_1lgxVVkPiiE8FGF;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;4.0;4;0;0;
2023-06-23 19:43:37;2023-06-23 19:47:14;IP Address;100;217;TRUE;2023-06-23 19:47:15;R_3rSaEzDUNP5UImG;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Водитель видел ограбление;Графиня жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
2023-06-23 19:45:30;2023-06-23 19:49:36;IP Address;100;246;TRUE;2023-06-23 19:49:37;R_3PS1DmphyKOzu87;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 19:46:42;2023-06-23 19:51:44;IP Address;100;301;TRUE;2023-06-23 19:51:45;R_eajJeJwaYKzDbcR;;;;;anonymous;RU;1;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 20:01:19;2023-06-23 20:04:41;IP Address;100;201;TRUE;2023-06-23 20:04:42;R_3JLBtkiRriEzfTR;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление,Водитель видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;7.0;7;0;0;
2023-06-23 20:01:25;2023-06-23 20:05:20;IP Address;100;234;TRUE;2023-06-23 20:05:20;R_1JRBgsXCoRQMzK0;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление,Водитель видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо,У наблюдателя было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;7.0;7;0;0;
2023-06-23 20:01:22;2023-06-23 20:06:59;IP Address;100;336;TRUE;2023-06-23 20:06:59;R_2378W9zOEVR0sLN;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление,Водитель видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;он не верит ни в какие революции;вы вообще не понимаете важности нашего предложения,вы понимаете важность нашего предложения только частично;я не хочу решать ничего из этого,я готов решать только часть этого;я успею прочесть только часть;я вообще нисколько не спала в дороге;он работал только часть дня;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;Я собираюсь сидеть на шее у тетки только часть жизни,Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Я собираюсь играть на гитаре только некоторое время,Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Я могу мести асфальт только некоторое время,Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;Я могу уходить с работы не всегда,Сейчас я часто ухожу с работы, но так продолжаться не может;Мое желание — работать часть жизни;Я готов извиняться время от времени, но не постоянно;Новый способ должен перебирать только часть возможностей;Я готов описать только некоторые детали;10.0;10;0;0;
2023-06-23 20:25:25;2023-06-23 20:26:03;IP Address;100;38;TRUE;2023-06-23 20:26:04;R_2qaqzUu5E1MbQKL;;;;;anonymous;RU;1;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У наблюдателя было хмурое лицо;Вор проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2;0;0;
2023-06-23 20:25:12;2023-06-23 20:33:10;IP Address;100;478;TRUE;2023-06-23 20:33:11;R_1IsFrhKalmagW8u;;;;;anonymous;RU;1;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 20:35:02;2023-06-23 20:39:34;IP Address;100;271;TRUE;2023-06-23 20:39:34;R_2Yy42uWQirCseWS;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 20:29:28;2023-06-23 20:42:29;IP Address;100;780;TRUE;2023-06-23 20:42:29;R_3mfxQFnmBsU6mOY;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 20:55:22;2023-06-23 21:00:08;IP Address;100;285;TRUE;2023-06-23 21:00:09;R_1fZ8Ej3fdFZPwNC;;;;;anonymous;RU;1;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 20:58:10;2023-06-23 21:05:43;IP Address;100;452;TRUE;2023-06-23 21:05:44;R_2QYTqwZvDtBJYIY;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление;Графиня жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку;он не верит ни в какие революции,он верит не в революции, а во что-то другое;вы понимаете важность нашего предложения только частично;я не хочу решать ничего из этого;я не успею прочесть вообще ничего из этого,я успею прочесть только часть;я вообще нисколько не спала в дороге;он вообще не работал в течение дня;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;я не буду приводить никаких цифр,я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;Сейчас я часто ухожу с работы, но так продолжаться не может;Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;Новый способ вообще не должен заниматься перебором возможностей,Существующие сейчас способы перебирают возможности, а новый должен использовать другие стратегии;Я не хочу описывать никаких деталей,Я готов описать только некоторые детали;8.0;8;0;0;
2023-06-23 21:18:11;2023-06-23 21:20:07;IP Address;100;116;TRUE;2023-06-23 21:20:07;R_2q2SgQk1R4hGjbs;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер изуродовал дверь;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2;0;0;
2023-06-23 21:23:10;2023-06-23 21:27:32;IP Address;100;261;TRUE;2023-06-23 21:27:32;R_2QXuwR1otubPxom;;;;;anonymous;RU;1;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 21:35:41;2023-06-23 21:38:03;IP Address;100;141;TRUE;2023-06-23 21:38:04;R_3ET2EdCETb65bjf;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер"",Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
2023-06-23 21:39:33;2023-06-23 21:43:16;IP Address;100;223;TRUE;2023-06-23 21:43:17;R_1LwEBwnCb097jkV;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;6.5;6.5;0;0;
2023-06-23 21:53:32;2023-06-23 21:56:51;IP Address;100;199;TRUE;2023-06-23 21:56:53;R_1MXS6j62xptIcIl;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Графиня жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 22:03:00;2023-06-23 22:07:22;IP Address;100;262;TRUE;2023-06-23 22:07:23;R_3IbpzHOObSBSExm;;;;;anonymous;RU;1;В музее хранились находки;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 22:10:32;2023-06-23 22:15:18;IP Address;100;285;TRUE;2023-06-23 22:15:18;R_2Evqgsmw2gzKQXr;;;;;anonymous;RU;1;В музее хранились находки;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление,Водитель видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;7.0;7;0;0;
2023-06-23 22:44:32;2023-06-23 22:49:13;IP Address;100;281;TRUE;2023-06-23 22:49:14;R_XMxyxwQ4ZP5rMid;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 22:55:23;2023-06-23 22:57:51;IP Address;100;147;TRUE;2023-06-23 22:57:52;R_3PXFHFUuuC86UWu;;;;;anonymous;RU;1;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
2023-06-23 23:35:53;2023-06-23 23:43:40;IP Address;100;466;TRUE;2023-06-23 23:43:40;R_1jdOyCBhY7kotGF;;;;;anonymous;RU;1;В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Графиня жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;6.0;6;0;0;
2023-06-24 01:38:50;2023-06-24 01:43:34;IP Address;100;284;TRUE;2023-06-24 01:43:35;R_1qUo3FwkEuTouqZ;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
2023-06-24 07:30:12;2023-06-24 07:33:38;IP Address;100;205;TRUE;2023-06-24 07:33:38;R_30ovVmoAT8dN8W7;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
